ticket_nro,fecha_hora,dni_cliente,sucursal,empleado_id,metodo_pago_id,canal_venta,total_venta,campania_id
786,2024-05-03 17:44:00,27675739,Norte,4,2,Presencial,163412.46000000002,
787,2025-11-04 08:12:00,25863159,Tienda Online,9,5,Web,123956.19,
788,2024-01-29 09:40:00,30390056,Centro,1,1,Presencial,28716.74,
789,2025-11-03 21:09:00,27196223,Tienda Online,10,1,Web,100890.93000000001,
790,2025-05-30 07:11:00,11310767,Centro,2,5,Presencial,59138.46,
791,2024-05-23 09:30:00,31925749,Tienda Online,9,3,Web,198308.71,
792,2025-09-24 13:46:00,19283286,Shopping,7,1,Presencial,61037.3,
793,2024-08-30 03:35:00,20371898,Tienda Online,10,4,Web,32677.97,
794,2024-04-27 01:16:00,17245195,Norte,5,1,Presencial,33823.38,
795,2025-04-05 12:53:00,42590824,Centro,1,5,Presencial,150598.75,
796,2024-05-23 00:10:00,31625779,Centro,1,4,Presencial,66289.78,
797,2024-12-31 21:06:00,28289000,Tienda Online,10,2,Web,127538.65,
798,2025-05-25 07:52:00,40793026,Centro,2,5,Presencial,138577.65,
799,2024-03-17 18:14:00,17019579,Tienda Online,10,2,Web,123570.55,
800,2024-09-24 06:50:00,26871415,Shopping,7,1,Presencial,33823.38,
801,2025-07-31 20:49:00,25442983,Centro,1,1,Presencial,196581.15000000002,
802,2024-12-24 14:43:00,14684875,Tienda Online,9,3,Web,32677.97,
803,2024-07-19 18:14:00,43453305,Centro,1,1,Presencial,150051.01,
804,2025-01-11 12:00:00,16898363,Centro,2,3,Presencial,54549.41,
805,2025-07-03 19:23:00,13753932,Tienda Online,9,1,Web,32320.56,
806,2024-10-16 01:29:00,28011719,Tienda Online,9,3,Web,95034.68,
807,2024-09-13 18:33:00,32159349,Tienda Online,10,4,Web,70930.89,
808,2024-10-26 22:18:00,26373518,Tienda Online,10,5,Web,257806.64,
809,2025-06-17 07:52:00,32494103,Norte,5,5,Presencial,117046.08,5
810,2024-10-03 09:29:00,12675011,Tienda Online,9,3,Web,33823.38,
811,2025-01-28 16:54:00,32833825,Centro,2,4,Presencial,82723.32,
812,2025-11-07 10:24:00,34268915,Tienda Online,9,5,Web,207144.93,4
813,2025-04-19 14:28:00,27785377,Tienda Online,10,5,Web,51757.96,
814,2024-03-28 08:31:00,25636276,Shopping,7,5,Presencial,36700.58,
815,2025-11-06 08:33:00,31925749,Norte,5,5,Presencial,104706.76000000001,
816,2024-08-11 13:56:00,27675739,Tienda Online,10,5,Web,161566.8,
817,2025-10-07 05:57:00,33776507,Tienda Online,9,5,Web,32677.97,
818,2025-03-26 19:47:00,11310767,Centro,2,1,Presencial,72757.87,4
819,2024-04-25 17:26:00,41410296,Shopping,7,2,Presencial,131115.7,
820,2025-02-21 22:15:00,33811900,Tienda Online,10,4,Web,189060.96000000002,
821,2025-06-07 17:20:00,38870188,Tienda Online,9,5,Web,164965.85,
822,2025-08-11 21:30:00,37011889,Centro,2,4,Presencial,222647.19,
823,2025-01-05 07:52:00,12462702,Tienda Online,9,3,Web,78062.24,
824,2024-12-26 19:07:00,42745601,Tienda Online,10,1,Web,203059.26,
825,2025-11-12 04:42:00,12675011,Tienda Online,10,3,Web,88015.38,
826,2024-01-16 05:41:00,41341494,Shopping,7,4,Presencial,21871.44,
827,2025-03-17 00:49:00,29790252,Tienda Online,9,2,Web,167050.86,4
828,2024-03-16 12:06:00,43172347,Tienda Online,10,4,Web,100113.16,
829,2024-01-08 20:15:00,10934065,Tienda Online,10,3,Web,173854.31,
830,2025-05-20 11:38:00,14441842,Shopping,7,5,Presencial,104347.34,
831,2025-09-22 10:43:00,44068679,Centro,1,3,Presencial,144584.95,
832,2025-11-13 09:30:00,24377188,Shopping,7,1,Presencial,66289.78,
833,2025-07-06 18:21:00,17245195,Centro,1,2,Presencial,111440.06000000001,
834,2024-10-29 03:44:00,41996735,Tienda Online,10,4,Web,131142.47,
835,2024-03-21 07:35:00,34929174,Shopping,7,1,Presencial,98610.34,
836,2024-11-18 01:18:00,43453305,Tienda Online,10,1,Web,57433.48,
837,2025-10-11 21:24:00,12132899,Norte,4,2,Presencial,67646.76,
838,2024-07-22 21:40:00,41341494,Tienda Online,9,5,Web,29569.23,
839,2025-07-25 20:51:00,16951572,Shopping,7,2,Presencial,162712.21,
840,2025-11-15 16:33:00,35433541,Shopping,7,4,Presencial,101417.39,4
841,2024-11-22 22:32:00,36200760,Tienda Online,9,3,Web,118408.93999999999,
842,2025-02-22 02:04:00,30075901,Norte,6,3,Presencial,135901.26,
843,2025-10-13 01:33:00,39263324,Shopping,7,4,Presencial,147748.63,
844,2024-07-22 05:21:00,29586497,Centro,1,2,Presencial,137025.31,
845,2025-06-23 03:29:00,38778283,Tienda Online,9,4,Web,75185.04000000001,
846,2024-09-10 01:09:00,28316378,Tienda Online,10,1,Web,131966.8,
847,2025-03-01 00:41:00,28669062,Tienda Online,9,5,Web,28716.74,
848,2025-09-12 10:39:00,38127120,Shopping,7,3,Presencial,106827.11,
849,2024-10-25 14:39:00,28688292,Tienda Online,10,2,Web,170250.49,
850,2025-01-16 18:39:00,32770212,Centro,1,4,Presencial,69225.91,
851,2024-11-14 11:20:00,24304543,Centro,2,1,Presencial,119323.27,
852,2024-03-01 16:50:00,17254174,Norte,4,4,Presencial,32525.33,
853,2025-09-05 13:52:00,19364231,Tienda Online,10,3,Web,195881.30000000002,
854,2024-06-14 17:44:00,30854088,Norte,4,1,Presencial,32525.33,
855,2025-10-03 17:54:00,28540070,Tienda Online,10,2,Web,140761.5,
856,2025-06-19 23:22:00,27715659,Tienda Online,10,5,Web,192741.49,
857,2025-04-26 02:17:00,19364231,Tienda Online,9,3,Web,30094.48,
858,2025-08-31 05:20:00,16100827,Tienda Online,9,3,Web,142252.59000000003,
859,2024-11-09 12:32:00,11735763,Shopping,7,3,Presencial,28716.74,
860,2024-08-09 09:33:00,25273674,Centro,1,3,Presencial,90578.37,
861,2025-04-29 07:08:00,14868286,Tienda Online,9,1,Web,27178.81,
862,2025-05-01 00:00:00,15407475,Tienda Online,9,1,Web,82723.32,
863,2024-11-30 10:19:00,19604467,Norte,6,1,Presencial,129508.39,
864,2024-06-19 21:37:00,35433541,Tienda Online,10,2,Web,137406.09000000003,
865,2025-04-22 22:52:00,11809687,Shopping,7,4,Presencial,165682.68,
866,2025-05-29 00:26:00,27785377,Norte,5,3,Presencial,171920.90000000002,
867,2025-04-27 20:44:00,26819279,Norte,5,4,Presencial,152491.38,
868,2024-07-17 22:21:00,16859215,Tienda Online,10,3,Web,69845.47,
869,2025-11-11 13:45:00,37133232,Shopping,7,1,Presencial,89402.40000000001,4
870,2024-04-30 11:39:00,20267062,Tienda Online,9,5,Web,166151.61000000002,
871,2025-01-18 15:42:00,18439645,Shopping,7,2,Presencial,66968.26999999999,
872,2024-10-12 04:47:00,17318490,Centro,1,3,Presencial,77566.26,
873,2024-09-27 03:09:00,18818897,Norte,5,3,Presencial,185503.54,
874,2025-03-20 11:50:00,38127120,Shopping,7,3,Presencial,36700.58,
875,2025-04-23 08:54:00,16778091,Shopping,7,1,Presencial,151766.07,
876,2024-12-08 11:29:00,33776507,Tienda Online,10,2,Web,69845.47,
877,2025-09-23 15:34:00,37403776,Tienda Online,10,5,Web,164596.64,
878,2024-10-02 19:42:00,32132749,Shopping,7,5,Presencial,114866.96,
879,2024-05-13 22:38:00,37406784,Tienda Online,10,1,Web,52796.770000000004,
880,2024-03-23 06:18:00,12807087,Shopping,7,2,Presencial,62540.119999999995,
881,2025-04-27 18:46:00,34651431,Tienda Online,10,4,Web,122863.82,
882,2025-09-03 13:26:00,24161661,Shopping,7,1,Presencial,66119.89,
883,2024-03-20 22:02:00,38701583,Centro,2,2,Presencial,95006.52,
884,2024-11-14 13:12:00,16065254,Norte,4,1,Presencial,74039.63,
885,2024-03-25 11:49:00,43334803,Tienda Online,10,1,Web,33823.38,
886,2025-08-11 17:18:00,24800101,Shopping,7,4,Presencial,135076.93,
887,2025-04-29 11:26:00,43453305,Centro,1,3,Presencial,161747.7,
888,2024-02-21 20:27:00,32012128,Norte,5,3,Presencial,96537.5,
889,2024-01-18 15:14:00,41561757,Tienda Online,9,3,Web,88161.22,
890,2024-04-06 04:18:00,28289000,Tienda Online,10,2,Web,180918.87,
891,2024-02-11 02:36:00,41854862,Shopping,7,3,Presencial,175800.12,
892,2024-07-07 08:46:00,13950951,Tienda Online,9,4,Web,214894.89,
893,2025-03-23 09:22:00,17245195,Shopping,7,2,Presencial,208961.78,4
894,2024-11-28 07:32:00,27675739,Shopping,7,5,Presencial,224130.66,
895,2025-03-31 05:10:00,27753960,Shopping,7,4,Presencial,173136.68,4
896,2025-11-21 15:57:00,35403012,Tienda Online,9,2,Web,189354.16,
897,2024-04-23 19:28:00,17740453,Tienda Online,10,2,Web,168873.54,
898,2025-06-29 13:23:00,17507729,Norte,6,4,Presencial,172353.52,
899,2025-11-02 05:52:00,22660246,Shopping,7,1,Presencial,112621.57,4
900,2025-08-05 21:21:00,34764543,Tienda Online,9,1,Web,167818.84999999998,
901,2024-10-27 02:12:00,15354748,Norte,4,2,Presencial,200257.55,
902,2024-03-12 00:14:00,25636276,Tienda Online,10,1,Web,158220.27000000002,
903,2024-03-02 09:59:00,30873468,Shopping,7,1,Presencial,109160.20000000001,
904,2024-12-13 04:50:00,21387796,Centro,1,4,Presencial,36700.58,
905,2025-05-18 08:21:00,31616558,Shopping,7,3,Presencial,91716.91,
906,2024-10-22 00:53:00,30196404,Shopping,7,3,Presencial,95006.52,
907,2024-10-28 05:16:00,31231220,Tienda Online,10,2,Web,82908.74,
908,2024-09-22 12:25:00,10934065,Shopping,7,5,Presencial,107031.88,
909,2025-05-11 22:07:00,30132463,Norte,6,5,Presencial,59138.46,
910,2024-12-16 07:40:00,13495405,Norte,5,2,Presencial,28716.74,
911,2025-05-25 15:40:00,41690133,Tienda Online,9,1,Web,65050.66,
912,2024-12-03 17:19:00,30028290,Shopping,7,3,Presencial,36700.58,
913,2024-09-10 08:21:00,29174891,Tienda Online,9,2,Web,55016.33,
914,2025-09-15 09:04:00,14776792,Centro,2,3,Presencial,62540.119999999995,
915,2025-04-20 03:21:00,30854088,Shopping,7,1,Presencial,66594.53,
916,2025-05-13 10:14:00,28981002,Centro,1,1,Presencial,73401.16,
917,2024-01-01 08:35:00,42494017,Shopping,7,5,Presencial,156610.31,
918,2025-06-28 08:29:00,26591977,Tienda Online,10,3,Web,147411.72999999998,
919,2024-06-16 06:06:00,15285296,Tienda Online,9,4,Web,133064.08,
920,2025-05-28 10:25:00,26723413,Shopping,7,5,Presencial,169116.9,
921,2025-06-12 16:10:00,29302634,Tienda Online,10,5,Web,78062.24,
922,2024-12-28 10:45:00,12462702,Norte,6,3,Presencial,66289.78,
923,2024-02-26 13:57:00,29174891,Tienda Online,10,2,Web,41361.66,
924,2024-09-19 10:03:00,29368328,Norte,6,1,Presencial,146301.35,
925,2025-05-06 20:14:00,38778283,Tienda Online,10,1,Web,120819.22,
926,2025-07-04 12:36:00,26365398,Centro,2,3,Presencial,97942.65000000001,
927,2025-11-07 08:53:00,35526737,Tienda Online,9,5,Web,115401.29000000001,
928,2025-04-01 07:19:00,23663184,Norte,6,3,Presencial,86869.97,
929,2025-02-09 16:36:00,38751707,Shopping,7,5,Presencial,32525.33,
930,2024-02-02 17:12:00,29174891,Shopping,7,5,Presencial,33144.89,
931,2024-04-04 19:03:00,11433274,Shopping,7,1,Presencial,155129.49,
932,2024-03-15 06:12:00,12409147,Shopping,7,5,Presencial,28716.74,
933,2024-01-07 21:17:00,26127866,Norte,6,1,Presencial,62540.119999999995,
934,2024-11-30 18:10:00,19706758,Tienda Online,10,2,Web,153220.69,
935,2025-07-07 11:53:00,35821297,Tienda Online,9,3,Web,75185.04000000001,
936,2024-12-29 00:55:00,12667017,Norte,4,4,Presencial,113588.35,
937,2025-01-24 20:08:00,36913358,Tienda Online,9,1,Web,69845.47,
938,2025-01-01 10:48:00,27753960,Centro,1,2,Presencial,194608.94,
939,2024-04-12 12:06:00,23048327,Tienda Online,10,3,Web,143760.62,
940,2024-01-17 09:22:00,23771113,Centro,2,3,Presencial,143128.98,
941,2025-11-07 10:00:00,31293505,Centro,1,5,Presencial,101470.13999999998,
942,2024-06-15 01:01:00,25333944,Shopping,7,2,Presencial,96044.43000000001,
943,2024-05-27 13:54:00,16778091,Shopping,7,5,Presencial,63841.12,
944,2025-04-20 14:10:00,30854088,Shopping,7,4,Presencial,98286.40000000001,
945,2025-08-07 06:41:00,14755156,Centro,2,2,Presencial,32320.56,
946,2024-10-16 20:59:00,26764226,Centro,1,2,Presencial,131960.0,
947,2024-09-30 04:29:00,26127866,Centro,2,4,Presencial,143748.54,
948,2024-08-31 05:31:00,17019579,Norte,6,3,Presencial,84411.56,
949,2024-09-26 18:37:00,42859207,Tienda Online,10,1,Web,83966.0,
950,2025-11-15 11:41:00,17157379,Norte,6,5,Presencial,28716.74,
951,2025-04-13 03:47:00,41341494,Tienda Online,9,5,Web,131499.88,
952,2025-06-07 06:39:00,42590824,Tienda Online,9,2,Web,100113.16,
953,2025-06-29 12:22:00,31630635,Tienda Online,9,2,Web,101470.13999999998,
954,2024-06-04 18:27:00,29790252,Centro,1,5,Presencial,32525.33,
955,2025-06-18 14:22:00,18474473,Shopping,7,4,Presencial,32320.56,
956,2024-11-15 07:07:00,24867952,Norte,4,1,Presencial,95859.01,
957,2024-09-05 13:21:00,39651079,Centro,2,4,Presencial,103201.93,
958,2025-08-22 22:56:00,39738000,Shopping,7,2,Presencial,99648.25,
959,2025-09-04 16:04:00,26852461,Centro,1,4,Presencial,69378.55,
960,2024-02-11 13:01:00,25273674,Tienda Online,10,1,Web,173801.32,
961,2025-09-09 20:26:00,43875089,Tienda Online,10,2,Web,188930.87,
962,2025-10-17 17:20:00,30196404,Tienda Online,10,4,Web,94182.19,
963,2025-05-14 19:08:00,30096828,Shopping,7,5,Presencial,36700.58,
964,2025-10-20 03:21:00,27753960,Centro,1,1,Presencial,157190.22,
965,2024-01-25 21:31:00,35442729,Norte,4,1,Presencial,149691.59,
966,2024-02-18 11:04:00,26871415,Tienda Online,9,3,Web,59138.46,
967,2025-02-14 11:53:00,27748007,Tienda Online,10,4,Web,87541.66,
968,2024-11-09 03:27:00,14755156,Norte,5,4,Presencial,66968.26999999999,
969,2025-05-12 11:58:00,38195354,Tienda Online,9,4,Web,66143.94,
970,2025-06-02 23:54:00,27044130,Shopping,7,5,Presencial,130989.83,
971,2025-06-29 12:04:00,26594901,Tienda Online,9,2,Web,98821.91,
972,2024-06-07 22:47:00,34777665,Shopping,7,1,Presencial,67646.76,
973,2024-10-30 08:19:00,24449461,Norte,6,5,Presencial,181908.65000000002,
974,2025-01-07 08:59:00,12675011,Centro,1,3,Presencial,196676.41,
975,2025-06-03 16:14:00,37403776,Shopping,7,3,Presencial,95218.09,
976,2025-03-22 02:12:00,10524999,Shopping,7,1,Presencial,133915.82,4
977,2025-09-04 16:45:00,23309686,Tienda Online,9,2,Web,188765.42,
978,2025-08-24 04:05:00,37388193,Tienda Online,10,1,Web,67646.76,
979,2024-01-31 22:09:00,12675011,Centro,1,1,Presencial,183899.68,
980,2024-12-29 06:03:00,11735763,Centro,1,3,Presencial,117089.53,
981,2024-01-21 20:41:00,27906335,Norte,4,5,Presencial,100890.93000000001,
982,2024-11-30 13:07:00,20226206,Tienda Online,10,1,Web,21871.44,
983,2025-09-27 17:00:00,14090793,Norte,4,5,Presencial,55367.56,
984,2025-03-31 01:02:00,34552283,Tienda Online,9,1,Web,95340.95999999999,4
985,2025-04-10 22:28:00,28981002,Tienda Online,9,4,Web,237717.15,
986,2025-08-28 03:22:00,38778283,Tienda Online,10,1,Web,173321.66,
987,2024-10-26 21:22:00,42528458,Centro,1,4,Presencial,32525.33,
988,2025-07-28 16:31:00,14684875,Norte,5,4,Presencial,33144.89,
989,2024-07-11 03:02:00,18494838,Tienda Online,9,5,Web,134734.49,
990,2025-07-04 01:47:00,36562073,Tienda Online,9,4,Web,168302.85,
991,2024-04-29 09:54:00,28456905,Tienda Online,10,2,Web,93767.40000000001,
992,2025-02-15 01:31:00,14868286,Shopping,7,2,Presencial,119973.6,
993,2024-01-11 14:11:00,10949480,Centro,1,4,Presencial,95006.52,
994,2024-05-11 22:37:00,28981002,Centro,2,2,Presencial,76887.76999999999,
995,2025-11-28 23:43:00,28610049,Norte,5,3,Presencial,128684.06,
996,2024-02-06 16:00:00,30390056,Centro,1,1,Presencial,65465.45,
997,2025-03-22 21:00:00,20267062,Tienda Online,10,4,Web,180332.41,
998,2025-10-21 01:55:00,32205074,Norte,5,4,Presencial,33823.38,
999,2024-07-18 11:27:00,24697145,Tienda Online,9,1,Web,61861.630000000005,
1000,2025-07-14 10:50:00,27632290,Tienda Online,10,1,Web,101008.53,
1001,2025-08-08 22:00:00,11947822,Tienda Online,10,3,Web,125773.22,
1002,2025-01-03 07:38:00,23707602,Tienda Online,9,3,Web,148867.26,
1003,2025-02-24 18:28:00,17740453,Shopping,7,4,Presencial,82723.32,
1004,2025-04-08 15:09:00,28011719,Norte,5,4,Presencial,155341.06,
1005,2025-02-22 12:47:00,10190290,Centro,1,3,Presencial,36700.58,
1006,2024-11-03 21:17:00,32132749,Norte,5,1,Presencial,65670.22,
1007,2025-03-29 00:48:00,12090484,Shopping,7,2,Presencial,93562.63,
1008,2024-09-08 04:27:00,18818897,Tienda Online,9,3,Web,32677.97,
1009,2024-01-09 01:48:00,13495405,Norte,4,1,Presencial,54192.0,
1010,2024-11-19 19:54:00,20332827,Centro,1,4,Presencial,129639.65000000001,
1011,2024-05-01 18:10:00,16123174,Shopping,7,4,Presencial,146737.64,
1012,2025-05-03 05:49:00,24449461,Tienda Online,10,5,Web,197486.14,
1013,2024-12-13 02:54:00,42494017,Shopping,7,1,Presencial,176176.59999999998,
1014,2024-03-26 12:06:00,43453305,Shopping,7,4,Presencial,70078.40000000001,
1015,2025-06-16 00:48:00,17949149,Tienda Online,9,3,Web,73401.16,
1016,2025-11-03 15:38:00,29586497,Centro,2,1,Presencial,197580.53999999998,4
1017,2024-12-20 08:55:00,21787005,Norte,4,2,Presencial,149902.25,
1018,2024-04-19 08:17:00,41410296,Centro,2,2,Presencial,32320.56,
1019,2024-01-14 11:38:00,19104260,Shopping,7,1,Presencial,95006.52,
1020,2024-03-24 06:20:00,30028290,Shopping,7,1,Presencial,61037.3,
1021,2025-06-26 06:34:00,18494838,Tienda Online,10,2,Web,208654.66,
1022,2025-07-09 19:38:00,18889009,Tienda Online,9,1,Web,67646.76,
1023,2025-08-29 10:07:00,42528458,Norte,4,4,Presencial,123341.57999999999,
1024,2024-03-05 16:51:00,26591977,Tienda Online,10,1,Web,33144.89,
1025,2025-11-21 03:00:00,22755970,Tienda Online,10,5,Web,163016.87,4
1026,2025-02-23 15:52:00,21756850,Tienda Online,10,3,Web,185946.61000000002,
1027,2024-05-22 10:48:00,26431104,Centro,1,2,Presencial,54454.240000000005,
1028,2024-07-21 00:44:00,34041232,Shopping,7,4,Presencial,66348.70999999999,
1029,2024-06-12 16:38:00,17678198,Centro,2,1,Presencial,79304.92,
1030,2025-03-02 16:44:00,38153498,Tienda Online,10,3,Web,89958.81,
1031,2024-05-11 12:36:00,36891021,Norte,6,4,Presencial,190374.76,
1032,2024-05-10 10:59:00,34546748,Tienda Online,9,5,Web,179914.1,
1033,2024-07-16 09:25:00,28567695,Tienda Online,9,3,Web,123022.51,
1034,2024-11-23 16:32:00,23309686,Tienda Online,9,5,Web,62540.119999999995,
1035,2024-07-18 17:52:00,17318490,Norte,6,3,Presencial,41361.66,
1036,2024-05-27 10:06:00,20714555,Tienda Online,10,1,Web,32525.33,
1037,2024-05-31 15:14:00,41453788,Shopping,7,4,Presencial,120335.94,
1038,2024-01-18 04:13:00,10770478,Norte,4,3,Presencial,98562.21,
1039,2025-02-09 06:04:00,12701677,Tienda Online,9,5,Web,103049.29000000001,
1040,2024-05-15 16:57:00,40793026,Centro,2,1,Presencial,61889.79,
1041,2024-03-12 16:48:00,17686170,Norte,5,5,Presencial,135989.41,
1042,2024-02-27 22:00:00,34546748,Shopping,7,5,Presencial,169798.06,
1043,2025-10-11 22:52:00,11310767,Norte,6,1,Presencial,29272.8,
1044,2024-08-01 07:50:00,34898161,Centro,1,1,Presencial,159611.09,
1045,2024-06-12 06:52:00,28981002,Centro,1,5,Presencial,102603.73000000001,
1046,2025-10-29 22:55:00,32199028,Centro,2,4,Presencial,140650.49,
1047,2025-11-21 07:18:00,27808512,Tienda Online,10,5,Web,127383.43,3
1048,2024-12-01 15:37:00,41535292,Tienda Online,10,5,Web,127743.42,
1049,2024-02-01 21:08:00,40793026,Tienda Online,9,1,Web,134071.80000000002,
1050,2024-08-08 22:02:00,21983483,Tienda Online,10,4,Web,33823.38,
1051,2024-01-23 10:09:00,26428983,Norte,6,1,Presencial,130930.9,
1052,2024-02-01 16:15:00,31084522,Shopping,7,1,Presencial,128210.34,
1053,2024-06-05 07:21:00,40793026,Tienda Online,9,4,Web,28716.74,
1054,2025-04-21 14:04:00,34798543,Centro,2,1,Presencial,90578.37,
1055,2024-01-02 22:11:00,16100827,Tienda Online,10,5,Web,182836.48,
1056,2025-04-28 18:35:00,23707602,Tienda Online,10,3,Web,171315.61,
1057,2025-01-03 14:44:00,36775919,Centro,1,5,Presencial,90578.37000000001,
1058,2024-02-13 11:43:00,27826293,Shopping,7,2,Presencial,224288.76,
1059,2025-07-11 01:25:00,25534107,Norte,5,1,Presencial,66968.26999999999,
1060,2025-01-17 18:43:00,13659179,Tienda Online,10,5,Web,73886.99,
1061,2024-04-18 07:42:00,42528458,Shopping,7,4,Presencial,33144.89,
1062,2025-05-22 04:55:00,27906335,Norte,6,3,Presencial,77926.75,1
1063,2025-11-27 02:26:00,31117675,Centro,1,3,Presencial,103456.22,
1064,2025-10-12 20:59:00,11392203,Tienda Online,9,1,Web,135748.62,
1065,2025-05-17 00:55:00,21260138,Tienda Online,9,1,Web,135572.01,
1066,2025-04-25 01:10:00,20254587,Shopping,7,3,Presencial,66795.06,
1067,2025-06-02 15:10:00,10770478,Norte,5,5,Presencial,148936.37,
1068,2024-06-15 01:21:00,26127866,Centro,2,5,Presencial,33823.38,
1069,2024-09-12 00:11:00,28086578,Tienda Online,9,2,Web,87541.66,
1070,2025-03-31 23:55:00,33776507,Centro,2,1,Presencial,130021.29000000001,4
1071,2025-03-08 02:17:00,32828789,Shopping,7,1,Presencial,101010.48000000001,4
1072,2025-08-19 14:06:00,36775919,Centro,2,5,Presencial,87074.74,
1073,2024-01-13 03:50:00,17614246,Centro,1,3,Presencial,115248.65000000001,
1074,2024-07-12 22:39:00,11433274,Centro,2,4,Presencial,111625.48000000001,
1075,2024-05-28 02:19:00,30873468,Tienda Online,9,5,Web,184064.75,
1076,2024-08-18 04:20:00,28289000,Tienda Online,10,5,Web,75185.04000000001,
1077,2024-03-17 14:46:00,13463607,Shopping,7,1,Presencial,61394.71000000001,
1078,2025-10-27 11:39:00,12567397,Tienda Online,10,5,Web,128151.41,
1079,2024-12-11 03:06:00,32049663,Shopping,7,3,Presencial,91256.86,
1080,2024-11-16 11:03:00,32494103,Norte,4,5,Presencial,103049.29000000001,
1081,2024-07-11 20:55:00,26852461,Shopping,7,3,Presencial,158298.55,
1082,2025-10-10 11:30:00,29911725,Norte,6,4,Presencial,103668.85,
1083,2024-01-04 02:16:00,27715659,Tienda Online,10,3,Web,152339.42,
1084,2025-05-02 14:55:00,32899636,Centro,2,3,Presencial,94072.68000000001,
1085,2025-07-15 18:16:00,28731761,Tienda Online,10,2,Web,66860.77,
1086,2024-10-10 09:42:00,29586497,Shopping,7,2,Presencial,177584.0,
1087,2025-09-23 00:35:00,39738000,Shopping,7,1,Presencial,167973.5,
1088,2025-08-16 20:28:00,24800101,Centro,2,4,Presencial,135981.55,
1089,2025-11-20 16:46:00,35442729,Centro,1,5,Presencial,175298.2,
1090,2024-10-24 07:52:00,25086706,Tienda Online,9,5,Web,176228.61000000002,
1091,2025-04-01 14:28:00,18439645,Centro,1,4,Presencial,135310.91999999998,
1092,2024-02-07 13:01:00,21260138,Tienda Online,9,1,Web,64845.89,
1093,2024-03-22 17:55:00,17254174,Centro,1,4,Presencial,95713.17,
1094,2024-04-04 21:11:00,31169695,Tienda Online,9,5,Web,133936.53999999998,
1095,2024-03-19 02:17:00,11730076,Centro,2,1,Presencial,130546.3,
1096,2024-06-24 09:17:00,15354748,Centro,1,5,Presencial,43742.88,
1097,2024-09-04 20:47:00,27753960,Tienda Online,10,5,Web,61889.79,
1098,2024-06-14 21:50:00,18494838,Norte,4,1,Presencial,41361.66,
1099,2025-05-16 23:07:00,17678198,Shopping,7,4,Presencial,210933.66,
1100,2025-06-20 13:54:00,38133707,Tienda Online,9,5,Web,33823.38,
1101,2025-01-11 10:11:00,10990382,Tienda Online,10,5,Web,142153.31,
1102,2024-05-30 15:21:00,20369856,Tienda Online,9,5,Web,89158.81,
1103,2024-05-13 14:11:00,26428983,Tienda Online,9,2,Web,97371.22,
1104,2025-06-08 18:49:00,13447833,Tienda Online,10,1,Web,29569.23,
1105,2024-11-13 17:17:00,28567695,Tienda Online,9,1,Web,164291.36000000002,
1106,2025-09-28 11:08:00,25273674,Shopping,7,3,Presencial,141043.57,
1107,2025-10-12 09:07:00,37317331,Tienda Online,9,2,Web,33144.89,
1108,2024-02-12 01:30:00,32494103,Tienda Online,9,1,Web,130516.11,
1109,2024-08-03 00:01:00,10038379,Tienda Online,10,2,Web,142091.07,
1110,2024-12-16 21:03:00,22425195,Tienda Online,10,4,Web,159852.41,
1111,2025-11-29 09:31:00,21787005,Tienda Online,9,5,Web,62899.54000000001,
1112,2025-02-18 01:45:00,28289000,Tienda Online,10,3,Web,33144.89,
1113,2024-08-16 07:28:00,20254587,Tienda Online,9,4,Web,209461.61000000002,
1114,2025-11-09 02:15:00,26819279,Tienda Online,9,3,Web,155719.88,4
1115,2024-08-07 13:50:00,42745601,Shopping,7,2,Presencial,82908.74,
1116,2024-03-25 00:17:00,26764226,Centro,2,5,Presencial,34182.8,
1117,2024-02-03 04:33:00,32494103,Tienda Online,10,3,Web,162989.31,
1118,2024-07-15 05:48:00,41690133,Shopping,7,4,Presencial,164260.59,
1119,2025-09-13 07:38:00,29687578,Norte,5,3,Presencial,102117.90000000001,
1120,2024-11-09 10:01:00,31630635,Tienda Online,9,4,Web,100113.16,
1121,2024-03-22 02:00:00,32132749,Norte,4,1,Presencial,64845.89,
1122,2025-08-16 08:09:00,12645604,Centro,1,4,Presencial,58285.97,
1123,2024-07-15 11:46:00,15285296,Norte,6,1,Presencial,65417.32000000001,
1124,2024-11-27 15:20:00,31231220,Tienda Online,10,3,Web,130930.9,
1125,2025-03-01 03:10:00,22588451,Centro,2,3,Presencial,155547.84,
1126,2025-05-28 06:53:00,27579520,Shopping,7,2,Presencial,164444.0,
1127,2024-12-06 00:36:00,29368328,Tienda Online,9,5,Web,167134.88,
1128,2024-11-03 22:15:00,13753932,Tienda Online,10,2,Web,126578.2,
1129,2024-03-18 09:20:00,41535292,Tienda Online,9,5,Web,222675.35,
1130,2025-02-02 19:08:00,24627352,Centro,2,2,Presencial,143748.54,
1131,2024-06-22 22:26:00,30549138,Norte,4,3,Presencial,78062.24,
1132,2025-07-09 23:36:00,28086578,Centro,2,1,Presencial,41361.66,
1133,2024-10-03 06:06:00,42659965,Shopping,7,4,Presencial,162379.0,
1134,2025-07-12 08:32:00,27593354,Tienda Online,9,1,Web,16911.69,
1135,2025-05-05 21:33:00,11809687,Norte,6,1,Presencial,28716.74,
1136,2025-02-16 07:14:00,10524999,Tienda Online,10,2,Web,181156.74,
