ticket_nro,fecha_hora,dni_cliente,sucursal,canal,empleado_id,metodo_pago_id,sku_variante,cantidad,costo_unitario_historico,precio_unitario_cobrado,promocion_id,subtotal
573,2024-02-16 17:31:00,21989124,Norte,Presencial,7,5,CAM-CEL-unico,1,14680.23,36700.58,,36700.58
574,2024-07-05 13:24:00,40427850,Tienda Online,Web,7,1,CHU-NEG-unico,1,13529.35,33823.38,,33823.38
574,2024-07-05 13:24:00,40427850,Tienda Online,Web,7,1,CAM-CEL-S,1,14680.23,36700.58,,36700.58
574,2024-07-05 13:24:00,40427850,Tienda Online,Web,7,1,JOG-ÍND-XL,1,16544.66,41361.66,,41361.66
575,2024-09-28 11:39:00,38870188,Shopping,Presencial,4,2,CHU-ÍND-L,1,13529.35,33823.38,,33823.38
575,2024-09-28 11:39:00,38870188,Shopping,Presencial,4,2,MUS-AZU-S,1,12928.22,32320.56,,32320.56
575,2024-09-28 11:39:00,38870188,Shopping,Presencial,4,2,REM-TUR-XXL,1,13673.12,34182.8,,34182.8
575,2024-09-28 11:39:00,38870188,Shopping,Presencial,4,2,MUS-AZU-M,1,12928.22,32320.56,,32320.56
575,2024-09-28 11:39:00,38870188,Shopping,Presencial,4,2,SWE-MAR-L,1,13010.13,32525.33,,32525.33
576,2025-02-18 22:27:00,38870188,Shopping,Presencial,8,5,GOR-ROJ-XL,1,11486.7,28716.74,,28716.74
576,2025-02-18 22:27:00,38870188,Shopping,Presencial,8,5,GOR-ROJ-XL,1,11486.7,28716.74,,28716.74
576,2025-02-18 22:27:00,38870188,Shopping,Presencial,8,5,CIN-MAR-L,1,13257.96,33144.89,,33144.89
577,2024-05-08 04:36:00,38153498,Tienda Online,Web,2,2,REM-CEL-XXL,1,13673.12,34182.8,,34182.8
577,2024-05-08 04:36:00,38153498,Tienda Online,Web,2,2,SWE-MAR-L,1,13010.13,32525.33,,32525.33
578,2025-07-05 06:30:00,20736210,Norte,Presencial,8,3,MUS-AZU-M,1,12928.22,16160.28,11.0,16160.28
579,2025-05-11 16:05:00,32833825,Norte,Presencial,10,4,JOG-AZU-L,1,16544.66,41361.66,,41361.66
579,2025-05-11 16:05:00,32833825,Norte,Presencial,10,4,REM-TUR-S,1,13673.12,34182.8,,34182.8
579,2025-05-11 16:05:00,32833825,Norte,Presencial,10,4,GOR-GRI-S,1,11486.7,28716.74,,28716.74
579,2025-05-11 16:05:00,32833825,Norte,Presencial,10,4,JOG-ÍND-M,1,16544.66,41361.66,,41361.66
579,2025-05-11 16:05:00,32833825,Norte,Presencial,10,4,CIN-ROS-L,1,13257.96,33144.89,,33144.89
580,2025-07-21 09:55:00,34268915,Shopping,Presencial,7,4,GOR-ROJ-unico,2,11486.7,28716.74,,57433.48
580,2025-07-21 09:55:00,34268915,Shopping,Presencial,7,4,CAM-BEI-S,1,14680.23,36700.58,,36700.58
580,2025-07-21 09:55:00,34268915,Shopping,Presencial,7,4,REM-VIO-M,1,13071.19,32677.97,,32677.97
580,2025-07-21 09:55:00,34268915,Shopping,Presencial,7,4,JOG-ÍND-S,1,16544.66,41361.66,,41361.66
580,2025-07-21 09:55:00,34268915,Shopping,Presencial,7,4,BUZ-NEG-XL,1,11827.69,29569.23,,29569.23
581,2025-10-25 14:14:00,20369856,Shopping,Presencial,2,4,JOG-ÍND-XL,1,16544.66,41361.66,,41361.66
581,2025-10-25 14:14:00,20369856,Shopping,Presencial,2,4,REM-TUR-XXL,1,13673.12,34182.8,,34182.8
581,2025-10-25 14:14:00,20369856,Shopping,Presencial,2,4,GOR-GRI-XXL,1,11486.7,28716.74,,28716.74
582,2024-12-18 14:57:00,36560738,Shopping,Presencial,4,5,SWE-AZU-S,1,13010.13,32525.33,,32525.33
582,2024-12-18 14:57:00,36560738,Shopping,Presencial,4,5,GOR-GRI-S,1,11486.7,28716.74,,28716.74
582,2024-12-18 14:57:00,36560738,Shopping,Presencial,4,5,MUS-AZU-XXL,1,12928.22,32320.56,,32320.56
583,2025-02-03 14:13:00,19179099,Tienda Online,Web,8,3,SWE-MAR-XXL,1,13010.13,32525.33,,32525.33
583,2025-02-03 14:13:00,19179099,Tienda Online,Web,8,3,GOR-ROJ-XL,1,11486.7,28716.74,,28716.74
584,2025-11-14 16:28:00,41895660,Norte,Presencial,4,2,CIN-MAR-S,1,13257.96,33144.89,,33144.89
585,2024-11-06 08:00:00,41996735,Tienda Online,Web,1,5,CHU-ÍND-L,1,13529.35,33823.38,,33823.38
585,2024-11-06 08:00:00,41996735,Tienda Online,Web,1,5,MUS-CEL-unico,1,12928.22,32320.56,,32320.56
585,2024-11-06 08:00:00,41996735,Tienda Online,Web,1,5,CAM-BEI-M,1,14680.23,36700.58,,36700.58
586,2024-03-06 11:31:00,37902136,Shopping,Presencial,10,1,CAM-BEI-S,1,14680.23,36700.58,,36700.58
586,2024-03-06 11:31:00,37902136,Shopping,Presencial,10,1,CHU-NEG-XL,1,13529.35,33823.38,,33823.38
587,2024-02-17 19:00:00,26852461,Tienda Online,Web,9,2,GOR-GRI-L,1,11486.7,28716.74,,28716.74
588,2025-03-24 15:36:00,31822825,Tienda Online,Web,2,1,CIN-TUR-XXL,1,13257.96,19886.93,7.0,19886.93
588,2025-03-24 15:36:00,31822825,Tienda Online,Web,2,1,CAM-BEI-M,1,14680.23,36700.58,,36700.58
588,2025-03-24 15:36:00,31822825,Tienda Online,Web,2,1,JEA-NEG-XXL,2,8748.58,13122.86,7.0,26245.72
588,2025-03-24 15:36:00,31822825,Tienda Online,Web,2,1,GOR-GRI-L,1,11486.7,28716.74,,28716.74
588,2025-03-24 15:36:00,31822825,Tienda Online,Web,2,1,GOR-GRI-M,1,11486.7,17230.04,7.0,17230.04
589,2024-12-08 04:42:00,26069372,Tienda Online,Web,8,2,CHU-ÍND-XXL,1,13529.35,33823.38,,33823.38
590,2025-04-30 11:39:00,19938405,Norte,Presencial,3,5,JOG-CEL-XL,1,16544.66,41361.66,,41361.66
590,2025-04-30 11:39:00,19938405,Norte,Presencial,3,5,CIN-ROS-XXL,1,13257.96,33144.89,,33144.89
590,2025-04-30 11:39:00,19938405,Norte,Presencial,3,5,JEA-NEG-XL,1,8748.58,21871.44,,21871.44
590,2025-04-30 11:39:00,19938405,Norte,Presencial,3,5,JOG-AZU-XXL,1,16544.66,41361.66,,41361.66
591,2025-06-12 23:17:00,10027242,Centro,Presencial,8,1,REM-VIO-XXL,1,13071.19,32677.97,,32677.97
591,2025-06-12 23:17:00,10027242,Centro,Presencial,8,1,CIN-TUR-unico,1,13257.96,29830.4,3.0,29830.4
591,2025-06-12 23:17:00,10027242,Centro,Presencial,8,1,GOR-ROJ-XXL,2,11486.7,25845.07,3.0,51690.14
591,2025-06-12 23:17:00,10027242,Centro,Presencial,8,1,SWE-MAR-S,2,13010.13,32525.33,,65050.66
591,2025-06-12 23:17:00,10027242,Centro,Presencial,8,1,CAM-BLA-M,2,14680.23,36700.58,,73401.16
592,2025-11-28 23:55:00,34764543,Tienda Online,Web,6,3,CIN-MAR-unico,1,13257.96,33144.89,,33144.89
593,2024-05-30 23:54:00,43875089,Tienda Online,Web,4,4,CIN-TUR-XXL,1,13257.96,33144.89,,33144.89
593,2024-05-30 23:54:00,43875089,Tienda Online,Web,4,4,JOG-CEL-S,1,16544.66,41361.66,,41361.66
593,2024-05-30 23:54:00,43875089,Tienda Online,Web,4,4,JOG-AZU-XL,1,16544.66,41361.66,,41361.66
593,2024-05-30 23:54:00,43875089,Tienda Online,Web,4,4,REM-BLA-unico,1,13071.19,32677.97,,32677.97
593,2024-05-30 23:54:00,43875089,Tienda Online,Web,4,4,GOR-GRI-XXL,1,11486.7,28716.74,,28716.74
594,2025-06-16 18:27:00,34777665,Norte,Presencial,2,2,CHU-NEG-XL,1,13529.35,30441.04,3.0,30441.04
594,2025-06-16 18:27:00,34777665,Norte,Presencial,2,2,CIN-MAR-S,1,13257.96,33144.89,,33144.89
594,2025-06-16 18:27:00,34777665,Norte,Presencial,2,2,CIN-TUR-XL,1,13257.96,33144.89,,33144.89
594,2025-06-16 18:27:00,34777665,Norte,Presencial,2,2,CAM-BEI-M,1,14680.23,33030.52,3.0,33030.52
594,2025-06-16 18:27:00,34777665,Norte,Presencial,2,2,CHU-ÍND-L,1,13529.35,33823.38,,33823.38
595,2024-02-18 22:13:00,34296024,Shopping,Presencial,8,1,CAM-CEL-S,1,14680.23,36700.58,,36700.58
596,2024-08-29 19:51:00,22425195,Norte,Presencial,10,5,GOR-ROJ-S,1,11486.7,28716.74,,28716.74
596,2024-08-29 19:51:00,22425195,Norte,Presencial,10,5,GOR-GRI-S,1,11486.7,28716.74,,28716.74
596,2024-08-29 19:51:00,22425195,Norte,Presencial,10,5,MUS-CEL-L,1,12928.22,32320.56,,32320.56
597,2025-06-16 08:27:00,10217789,Norte,Presencial,9,3,REM-BLA-S,1,13071.19,32677.97,,32677.97
597,2025-06-16 08:27:00,10217789,Norte,Presencial,9,3,JOG-AZU-XXL,1,16544.66,37225.49,3.0,37225.49
597,2025-06-16 08:27:00,10217789,Norte,Presencial,9,3,CAM-CEL-XL,1,14680.23,33030.52,3.0,33030.52
597,2025-06-16 08:27:00,10217789,Norte,Presencial,9,3,BUZ-AZU-unico,1,11827.69,29569.23,,29569.23
598,2024-09-27 19:56:00,30238871,Tienda Online,Web,8,4,GOR-GRI-M,2,11486.7,28716.74,,57433.48
598,2024-09-27 19:56:00,30238871,Tienda Online,Web,8,4,CIN-MAR-unico,1,13257.96,33144.89,,33144.89
598,2024-09-27 19:56:00,30238871,Tienda Online,Web,8,4,CAM-BEI-M,1,14680.23,36700.58,,36700.58
598,2024-09-27 19:56:00,30238871,Tienda Online,Web,8,4,GOR-GRI-S,1,11486.7,28716.74,,28716.74
599,2025-06-09 18:03:00,42789774,Shopping,Presencial,8,2,BUZ-NEG-S,1,11827.69,29569.23,,29569.23
599,2025-06-09 18:03:00,42789774,Shopping,Presencial,8,2,MUS-AZU-unico,1,12928.22,32320.56,,32320.56
600,2025-02-22 03:45:00,34359226,Shopping,Presencial,10,3,MUS-AZU-unico,1,12928.22,32320.56,,32320.56
600,2025-02-22 03:45:00,34359226,Shopping,Presencial,10,3,JOG-CEL-XXL,1,16544.66,41361.66,,41361.66
601,2025-05-12 00:57:00,22083413,Tienda Online,Web,3,2,REM-VIO-L,2,13071.19,32677.97,,65355.94
601,2025-05-12 00:57:00,22083413,Tienda Online,Web,3,2,CHU-NEG-XXL,1,13529.35,33823.38,,33823.38
601,2025-05-12 00:57:00,22083413,Tienda Online,Web,3,2,JEA-NEG-unico,1,8748.58,21871.44,,21871.44
601,2025-05-12 00:57:00,22083413,Tienda Online,Web,3,2,CIN-ROS-L,1,13257.96,33144.89,,33144.89
602,2024-05-05 18:41:00,44032415,Shopping,Presencial,1,1,BUZ-NEG-unico,1,11827.69,29569.23,,29569.23
602,2024-05-05 18:41:00,44032415,Shopping,Presencial,1,1,JOG-CEL-L,1,16544.66,41361.66,,41361.66
602,2024-05-05 18:41:00,44032415,Shopping,Presencial,1,1,SWE-AZU-S,1,13010.13,31725.33,12.0,31725.33
603,2025-04-05 22:46:00,37133232,Shopping,Presencial,6,2,JOG-AZU-XXL,1,16544.66,41361.66,,41361.66
603,2025-04-05 22:46:00,37133232,Shopping,Presencial,6,2,CHU-NEG-XL,1,13529.35,33823.38,,33823.38
603,2025-04-05 22:46:00,37133232,Shopping,Presencial,6,2,JOG-ÍND-L,1,16544.66,41361.66,,41361.66
603,2025-04-05 22:46:00,37133232,Shopping,Presencial,6,2,MUS-CEL-XXL,1,12928.22,32320.56,,32320.56
603,2025-04-05 22:46:00,37133232,Shopping,Presencial,6,2,CIN-MAR-S,1,13257.96,33144.89,,33144.89
604,2025-10-22 04:13:00,41453788,Shopping,Presencial,2,5,BUZ-AZU-M,1,11827.69,29569.23,,29569.23
604,2025-10-22 04:13:00,41453788,Shopping,Presencial,2,5,BUZ-NEG-unico,1,11827.69,29569.23,,29569.23
604,2025-10-22 04:13:00,41453788,Shopping,Presencial,2,5,CIN-ROS-XXL,1,13257.96,33144.89,,33144.89
604,2025-10-22 04:13:00,41453788,Shopping,Presencial,2,5,REM-TUR-XXL,1,13673.12,34182.8,,34182.8
604,2025-10-22 04:13:00,41453788,Shopping,Presencial,2,5,CAM-BLA-XL,1,14680.23,36700.58,,36700.58
605,2024-01-20 09:23:00,29687578,Tienda Online,Web,4,2,JOG-ÍND-L,1,16544.66,41361.66,,41361.66
605,2024-01-20 09:23:00,29687578,Tienda Online,Web,4,2,CAM-BLA-XL,1,14680.23,36700.58,,36700.58
605,2024-01-20 09:23:00,29687578,Tienda Online,Web,4,2,JOG-AZU-XL,1,16544.66,41361.66,,41361.66
605,2024-01-20 09:23:00,29687578,Tienda Online,Web,4,2,CAM-BEI-S,1,14680.23,36700.58,,36700.58
605,2024-01-20 09:23:00,29687578,Tienda Online,Web,4,2,REM-TUR-XXL,1,13673.12,34182.8,,34182.8
606,2024-07-03 14:09:00,16859215,Centro,Presencial,6,5,REM-BLA-S,1,13071.19,32677.97,,32677.97
607,2024-10-19 04:54:00,26764226,Norte,Presencial,2,3,REM-VIO-M,1,13071.19,32677.97,,32677.97
607,2024-10-19 04:54:00,26764226,Norte,Presencial,2,3,CHU-NEG-M,1,13529.35,33823.38,,33823.38
608,2024-02-29 10:10:00,26373518,Norte,Presencial,6,1,JOG-CEL-L,2,16544.66,41361.66,,82723.32
608,2024-02-29 10:10:00,26373518,Norte,Presencial,6,1,MUS-AZU-unico,1,12928.22,32320.56,,32320.56
608,2024-02-29 10:10:00,26373518,Norte,Presencial,6,1,JEA-NEG-M,1,8748.58,21871.44,,21871.44
609,2025-08-23 08:04:00,35186423,Centro,Presencial,9,5,REM-VIO-M,1,13071.19,32677.97,,32677.97
609,2025-08-23 08:04:00,35186423,Centro,Presencial,9,5,BUZ-NEG-XL,1,11827.69,29569.23,,29569.23
609,2025-08-23 08:04:00,35186423,Centro,Presencial,9,5,CAM-BEI-unico,1,14680.23,36700.58,,36700.58
610,2025-10-10 07:58:00,11433274,Shopping,Presencial,5,1,CHU-ÍND-XXL,1,13529.35,33823.38,,33823.38
611,2024-05-08 10:23:00,42494017,Shopping,Presencial,8,4,JEA-NEG-XXL,1,8748.58,21071.44,12.0,21071.44
611,2024-05-08 10:23:00,42494017,Shopping,Presencial,8,4,CIN-TUR-XXL,1,13257.96,33144.89,,33144.89
611,2024-05-08 10:23:00,42494017,Shopping,Presencial,8,4,BUZ-NEG-S,1,11827.69,28769.23,12.0,28769.23
611,2024-05-08 10:23:00,42494017,Shopping,Presencial,8,4,SWE-MAR-XXL,1,13010.13,32525.33,,32525.33
611,2024-05-08 10:23:00,42494017,Shopping,Presencial,8,4,REM-TUR-M,1,13673.12,34182.8,,34182.8
612,2024-10-06 20:24:00,10524999,Tienda Online,Web,6,4,BUZ-AZU-L,1,11827.69,29569.23,,29569.23
612,2024-10-06 20:24:00,10524999,Tienda Online,Web,6,4,CHU-VER-XL,1,13529.35,33823.38,,33823.38
613,2025-06-30 19:13:00,43502842,Centro,Presencial,2,3,GOR-GRI-XXL,1,11486.7,28716.74,,28716.74
613,2025-06-30 19:13:00,43502842,Centro,Presencial,2,3,CHU-VER-M,1,13529.35,33823.38,,33823.38
614,2024-08-03 20:50:00,38747961,Tienda Online,Web,6,3,CHU-ÍND-unico,1,13529.35,33823.38,,33823.38
614,2024-08-03 20:50:00,38747961,Tienda Online,Web,6,3,CHU-NEG-M,1,13529.35,33823.38,,33823.38
614,2024-08-03 20:50:00,38747961,Tienda Online,Web,6,3,CAM-CEL-S,2,14680.23,36700.58,,73401.16
614,2024-08-03 20:50:00,38747961,Tienda Online,Web,6,3,CHU-NEG-S,1,13529.35,33823.38,,33823.38
615,2024-05-16 22:03:00,10190290,Centro,Presencial,10,1,JOG-AZU-XXL,1,16544.66,41361.66,,41361.66
615,2024-05-16 22:03:00,10190290,Centro,Presencial,10,1,CAM-BEI-S,1,14680.23,36700.58,,36700.58
616,2025-10-26 22:13:00,38751707,Tienda Online,Web,1,5,GOR-ROJ-unico,1,11486.7,28716.74,,28716.74
616,2025-10-26 22:13:00,38751707,Tienda Online,Web,1,5,CIN-MAR-XL,1,13257.96,33144.89,,33144.89
616,2025-10-26 22:13:00,38751707,Tienda Online,Web,1,5,SWE-AZU-M,1,13010.13,32525.33,,32525.33
616,2025-10-26 22:13:00,38751707,Tienda Online,Web,1,5,JEA-LAV-S,1,8748.58,21871.44,,21871.44
617,2024-01-09 04:15:00,40514355,Centro,Presencial,4,3,CIN-ROS-unico,1,13257.96,33144.89,,33144.89
618,2025-01-01 06:32:00,35821297,Tienda Online,Web,5,5,JEA-NEG-XL,2,8748.58,21871.44,,43742.88
618,2025-01-01 06:32:00,35821297,Tienda Online,Web,5,5,JOG-CEL-XL,1,16544.66,41361.66,,41361.66
619,2025-05-19 20:41:00,41996735,Tienda Online,Web,4,1,MUS-AZU-M,1,12928.22,32320.56,,32320.56
619,2025-05-19 20:41:00,41996735,Tienda Online,Web,4,1,BUZ-NEG-unico,1,11827.69,29569.23,,29569.23
619,2025-05-19 20:41:00,41996735,Tienda Online,Web,4,1,MUS-CEL-XXL,1,12928.22,32320.56,,32320.56
619,2025-05-19 20:41:00,41996735,Tienda Online,Web,4,1,GOR-ROJ-XXL,1,11486.7,28716.74,,28716.74
620,2025-11-19 23:17:00,35526737,Centro,Presencial,3,5,MUS-AZU-XXL,1,12928.22,32320.56,,32320.56
621,2024-08-21 17:51:00,42859207,Tienda Online,Web,4,3,GOR-ROJ-XL,1,11486.7,28716.74,,28716.74
622,2025-09-21 08:37:00,12462702,Norte,Presencial,8,5,CHU-NEG-M,1,13529.35,33823.38,,33823.38
623,2024-10-07 04:09:00,12462702,Shopping,Presencial,8,5,GOR-GRI-XXL,1,11486.7,28716.74,,28716.74
624,2024-10-11 14:20:00,33811900,Centro,Presencial,6,4,REM-BLA-unico,1,13071.19,32677.97,,32677.97
624,2024-10-11 14:20:00,33811900,Centro,Presencial,6,4,CIN-MAR-M,1,13257.96,33144.89,,33144.89
624,2024-10-11 14:20:00,33811900,Centro,Presencial,6,4,CIN-ROS-L,1,13257.96,33144.89,,33144.89
625,2025-03-09 02:32:00,23771113,Norte,Presencial,4,2,SWE-MAR-S,1,13010.13,19515.2,7.0,19515.2
626,2024-01-25 20:13:00,19604467,Norte,Presencial,5,3,CHU-NEG-XL,1,13529.35,33823.38,,33823.38
626,2024-01-25 20:13:00,19604467,Norte,Presencial,5,3,CIN-MAR-unico,1,13257.96,33144.89,,33144.89
627,2024-08-30 02:29:00,29285678,Centro,Presencial,10,5,BUZ-AZU-L,1,11827.69,29569.23,,29569.23
627,2024-08-30 02:29:00,29285678,Centro,Presencial,10,5,REM-VIO-M,2,13071.19,32677.97,,65355.94
627,2024-08-30 02:29:00,29285678,Centro,Presencial,10,5,JOG-CEL-L,1,16544.66,41361.66,,41361.66
627,2024-08-30 02:29:00,29285678,Centro,Presencial,10,5,GOR-ROJ-XL,1,11486.7,28716.74,,28716.74
628,2024-05-10 02:06:00,23902095,Shopping,Presencial,1,4,REM-VIO-XXL,1,13071.19,31877.97,12.0,31877.97
628,2024-05-10 02:06:00,23902095,Shopping,Presencial,1,4,CHU-VER-S,1,13529.35,33823.38,,33823.38
628,2024-05-10 02:06:00,23902095,Shopping,Presencial,1,4,SWE-MAR-XXL,1,13010.13,32525.33,,32525.33
628,2024-05-10 02:06:00,23902095,Shopping,Presencial,1,4,SWE-AZU-M,1,13010.13,32525.33,,32525.33
629,2025-04-09 13:06:00,35442729,Tienda Online,Web,10,4,SWE-MAR-L,2,13010.13,32525.33,,65050.66
629,2025-04-09 13:06:00,35442729,Tienda Online,Web,10,4,CAM-CEL-S,1,14680.23,36700.58,,36700.58
629,2025-04-09 13:06:00,35442729,Tienda Online,Web,10,4,MUS-AZU-S,1,12928.22,32320.56,,32320.56
630,2024-03-10 20:14:00,37652324,Shopping,Presencial,10,2,JOG-CEL-unico,1,16544.66,41361.66,,41361.66
630,2024-03-10 20:14:00,37652324,Shopping,Presencial,10,2,GOR-GRI-XXL,1,11486.7,28716.74,,28716.74
630,2024-03-10 20:14:00,37652324,Shopping,Presencial,10,2,JEA-LAV-M,1,8748.58,21871.44,,21871.44
631,2024-02-15 02:03:00,18439645,Shopping,Presencial,10,3,CHU-NEG-XXL,1,13529.35,33823.38,,33823.38
631,2024-02-15 02:03:00,18439645,Shopping,Presencial,10,3,CAM-BLA-L,1,14680.23,36700.58,,36700.58
631,2024-02-15 02:03:00,18439645,Shopping,Presencial,10,3,MUS-CEL-S,1,12928.22,32320.56,,32320.56
632,2025-09-09 11:42:00,24097997,Shopping,Presencial,1,3,REM-VIO-M,1,13071.19,32677.97,,32677.97
632,2025-09-09 11:42:00,24097997,Shopping,Presencial,1,3,CIN-MAR-XL,1,13257.96,33144.89,,33144.89
633,2024-02-25 14:24:00,32159349,Tienda Online,Web,4,2,CIN-TUR-XXL,1,13257.96,33144.89,,33144.89
633,2024-02-25 14:24:00,32159349,Tienda Online,Web,4,2,JEA-LAV-L,1,8748.58,21871.44,,21871.44
634,2025-04-23 20:28:00,43453305,Norte,Presencial,10,3,CHU-VER-L,1,13529.35,27735.17,10.0,27735.17
634,2025-04-23 20:28:00,43453305,Norte,Presencial,10,3,CIN-MAR-S,2,13257.96,33144.89,,66289.78
634,2025-04-23 20:28:00,43453305,Norte,Presencial,10,3,REM-TUR-M,1,13673.12,34182.8,,34182.8
634,2025-04-23 20:28:00,43453305,Norte,Presencial,10,3,CAM-CEL-unico,1,14680.23,36700.58,,36700.58
634,2025-04-23 20:28:00,43453305,Norte,Presencial,10,3,CIN-ROS-L,1,13257.96,33144.89,,33144.89
635,2025-01-19 07:00:00,40632634,Centro,Presencial,1,2,REM-CEL-XXL,1,13673.12,34182.8,,34182.8
635,2025-01-19 07:00:00,40632634,Centro,Presencial,1,2,MUS-CEL-S,1,12928.22,32320.56,,32320.56
635,2025-01-19 07:00:00,40632634,Centro,Presencial,1,2,JEA-LAV-L,1,8748.58,21871.44,,21871.44
636,2025-01-03 01:29:00,16381102,Centro,Presencial,4,1,CHU-ÍND-L,1,13529.35,33823.38,,33823.38
636,2025-01-03 01:29:00,16381102,Centro,Presencial,4,1,CHU-NEG-XL,1,13529.35,33823.38,,33823.38
637,2024-09-08 06:05:00,21048610,Tienda Online,Web,3,1,REM-TUR-XXL,1,13673.12,34182.8,,34182.8
638,2024-05-20 12:56:00,11735763,Tienda Online,Web,6,1,CAM-CEL-S,1,14680.23,36700.58,,36700.58
638,2024-05-20 12:56:00,11735763,Tienda Online,Web,6,1,GOR-ROJ-XXL,1,11486.7,28716.74,,28716.74
638,2024-05-20 12:56:00,11735763,Tienda Online,Web,6,1,CIN-MAR-L,2,13257.96,33144.89,,66289.78
639,2024-03-07 04:02:00,25079183,Norte,Presencial,4,2,CHU-NEG-unico,1,13529.35,33823.38,,33823.38
639,2024-03-07 04:02:00,25079183,Norte,Presencial,4,2,SWE-MAR-unico,1,13010.13,32525.33,,32525.33
639,2024-03-07 04:02:00,25079183,Norte,Presencial,4,2,REM-CEL-S,1,13673.12,34182.8,,34182.8
640,2025-08-24 06:27:00,19446043,Tienda Online,Web,5,5,CHU-ÍND-XXL,1,13529.35,33823.38,,33823.38
640,2025-08-24 06:27:00,19446043,Tienda Online,Web,5,5,CIN-MAR-S,1,13257.96,33144.89,,33144.89
640,2025-08-24 06:27:00,19446043,Tienda Online,Web,5,5,MUS-AZU-XXL,1,12928.22,32320.56,,32320.56
641,2025-08-21 16:41:00,41996735,Tienda Online,Web,8,1,REM-VIO-XXL,1,13071.19,32677.97,,32677.97
641,2025-08-21 16:41:00,41996735,Tienda Online,Web,8,1,JOG-AZU-unico,1,16544.66,41361.66,,41361.66
641,2025-08-21 16:41:00,41996735,Tienda Online,Web,8,1,SWE-MAR-M,1,13010.13,32525.33,,32525.33
641,2025-08-21 16:41:00,41996735,Tienda Online,Web,8,1,JOG-CEL-XXL,1,16544.66,41361.66,,41361.66
641,2025-08-21 16:41:00,41996735,Tienda Online,Web,8,1,CAM-CEL-unico,1,14680.23,36700.58,,36700.58
642,2025-01-17 17:56:00,13463607,Shopping,Presencial,8,4,SWE-MAR-unico,2,13010.13,32525.33,,65050.66
642,2025-01-17 17:56:00,13463607,Shopping,Presencial,8,4,BUZ-AZU-L,1,11827.69,29569.23,,29569.23
642,2025-01-17 17:56:00,13463607,Shopping,Presencial,8,4,JEA-NEG-XXL,1,8748.58,21871.44,,21871.44
642,2025-01-17 17:56:00,13463607,Shopping,Presencial,8,4,JEA-LAV-unico,1,8748.58,21871.44,,21871.44
643,2024-08-28 13:30:00,25784266,Tienda Online,Web,7,3,MUS-CEL-unico,2,12928.22,32320.56,,64641.12
643,2024-08-28 13:30:00,25784266,Tienda Online,Web,7,3,JOG-CEL-XXL,1,16544.66,41361.66,,41361.66
643,2024-08-28 13:30:00,25784266,Tienda Online,Web,7,3,REM-BLA-unico,1,13071.19,32677.97,,32677.97
643,2024-08-28 13:30:00,25784266,Tienda Online,Web,7,3,REM-BLA-unico,1,13071.19,32677.97,,32677.97
643,2024-08-28 13:30:00,25784266,Tienda Online,Web,7,3,CAM-BLA-M,1,14680.23,36700.58,,36700.58
644,2025-08-20 01:24:00,26929655,Norte,Presencial,10,5,JOG-ÍND-XXL,1,16544.66,41361.66,,41361.66
644,2025-08-20 01:24:00,26929655,Norte,Presencial,10,5,CIN-MAR-L,1,13257.96,33144.89,,33144.89
644,2025-08-20 01:24:00,26929655,Norte,Presencial,10,5,CHU-ÍND-unico,1,13529.35,33823.38,,33823.38
644,2025-08-20 01:24:00,26929655,Norte,Presencial,10,5,JEA-LAV-S,1,8748.58,21871.44,,21871.44
645,2024-09-28 22:01:00,27632290,Shopping,Presencial,2,3,CAM-BLA-L,1,14680.23,36700.58,,36700.58
645,2024-09-28 22:01:00,27632290,Shopping,Presencial,2,3,CIN-TUR-XXL,1,13257.96,33144.89,,33144.89
645,2024-09-28 22:01:00,27632290,Shopping,Presencial,2,3,JEA-NEG-XL,1,8748.58,21871.44,,21871.44
645,2024-09-28 22:01:00,27632290,Shopping,Presencial,2,3,REM-VIO-XL,1,13071.19,32677.97,,32677.97
645,2024-09-28 22:01:00,27632290,Shopping,Presencial,2,3,CAM-BLA-L,1,14680.23,36700.58,,36700.58
646,2024-07-20 23:02:00,12567397,Tienda Online,Web,5,3,JEA-LAV-L,1,8748.58,21871.44,,21871.44
646,2024-07-20 23:02:00,12567397,Tienda Online,Web,5,3,MUS-CEL-L,2,12928.22,32320.56,,64641.12
646,2024-07-20 23:02:00,12567397,Tienda Online,Web,5,3,CIN-ROS-XXL,1,13257.96,33144.89,,33144.89
647,2025-07-10 08:54:00,12132899,Tienda Online,Web,5,3,JOG-AZU-XL,1,16544.66,41361.66,,41361.66
647,2025-07-10 08:54:00,12132899,Tienda Online,Web,5,3,REM-TUR-S,1,13673.12,34182.8,,34182.8
647,2025-07-10 08:54:00,12132899,Tienda Online,Web,5,3,CIN-ROS-unico,2,13257.96,33144.89,,66289.78
647,2025-07-10 08:54:00,12132899,Tienda Online,Web,5,3,JEA-NEG-XL,1,8748.58,21871.44,,21871.44
648,2025-04-30 07:58:00,28124922,Tienda Online,Web,9,5,CHU-NEG-XL,1,13529.35,33823.38,,33823.38
648,2025-04-30 07:58:00,28124922,Tienda Online,Web,9,5,JEA-LAV-L,1,8748.58,21871.44,,21871.44
648,2025-04-30 07:58:00,28124922,Tienda Online,Web,9,5,JOG-ÍND-M,1,16544.66,41361.66,,41361.66
648,2025-04-30 07:58:00,28124922,Tienda Online,Web,9,5,BUZ-NEG-S,1,11827.69,24246.77,10.0,24246.77
